genome_id,#ID,DGRcomp
3300025424_5,3300025424.a:Ga0208617_1000035,TR
3300025295_16,3300025295.a:Ga0209564_1000244,TR
3300025263_5,3300025263.a:Ga0209565_1000040,TR
3300025254_13,3300025254.a:Ga0209148_1000021,TR
3300025027_1,3300025027.a:Ga0207885_100004,TR
3300024948_6,3300024948.a:Ga0208755_100460,TR
3300024344_11,3300024344.a:Ga0209992_10000227,TR
3300024327_14,3300024327.a:Ga0233434_1000494,TR
3300024305_1,3300024305.a:Ga0247728_10005,TR
3300024054_28,3300024054.a:Ga0233425_10005249,TR
3300023208_8,3300023208.a:Ga0233424_10001471,TR
3300023111_3,3300023111.a:Ga0233374_1000006,TR
3300022753_64,3300022753.a:Ga0216341_10000708,TR
3300022661_73,3300022661.a:Ga0216339_10000718,TR
3300022661_194,3300022661.a:Ga0216339_10016528,TR
3300022660_67,3300022660.a:Ga0216342_10001114,TR
3300022660_140,3300022660.a:Ga0216342_10078171,TR
3300020702_8,3300020702.a:Ga0214218_1000898,TR
3300020690_5,3300020690.a:Ga0214223_1000011,TR
3300020472_14,3300020472.a:Ga0211579_10001073,TR
3300020429_7,3300020429.a:Ga0211581_10000097,TR
3300020198_44,3300020198.a:Ga0194120_10019440,TR
3300019373_14,3300019373.a:Ga0187895_1000176,TR
3300018878_96,3300018878.a:Ga0187910_10000698,TR
3300018878_138,3300018878.a:Ga0187910_10000099,TR
3300018475_88,3300018475.a:Ga0187907_10000652,TR
3300018475_131,3300018475.a:Ga0187907_10000601,TR
3300018427_117,3300018427.a:Ga0187903_10007119,TR
3300017532_116,3300017532.a:Ga0185302_10003769,TR
3300017532_100,3300017532.a:Ga0185302_10004438,TR
3300017518_40,3300017518.a:Ga0185335_1012205,TR
3300017494_6,3300017494.a:Ga0185337_1000055,TR
3300017480_21,3300017480.a:Ga0185336_1000160,TR
3300017448_12,3300017448.a:Ga0185299_10000290,TR
3300015196_10,3300015196.a:Ga0167627_1004688,TR
3300015024_10,3300015024.a:Ga0167669_1003958,TR
3300014970_1,3300014970.a:Ga0169826_100027,TR
3300014958_8,3300014958.a:Ga0134421_1000002,TR
3300014956_11,3300014956.a:Ga0134434_1000003,TR
3300014955_8,3300014955.a:Ga0134561_1000001,TR
3300014927_3,3300014927.a:Ga0169766_100004,TR
3300014808_9,3300014808.a:Ga0134443_1000006,TR
3300014808_6,3300014808.a:Ga0134443_1000080,TR
3300014807_12,3300014807.a:Ga0134439_1000059,TR
3300014806_11,3300014806.a:Ga0134388_1000006,TR
3300014804_9,3300014804.a:Ga0134371_1000003,TR
3300014804_13,3300014804.a:Ga0134371_1000007,TR
3300014800_11,3300014800.a:Ga0134399_1000025,TR
3300014799_9,3300014799.a:Ga0134377_1000020,TR
3300014799_4,3300014799.a:Ga0134377_1000946,TR
3300014798_14,3300014798.a:Ga0134382_1000003,TR
3300014794_9,3300014794.a:Ga0134448_1000013,TR
3300014793_11,3300014793.a:Ga0134407_1000202,TR
3300014792_4,3300014792.a:Ga0134427_1000081,TR
3300014789_10,3300014789.a:Ga0134406_1000026,TR
3300014787_7,3300014787.a:Ga0134384_1000097,TR
3300014787_6,3300014787.a:Ga0134384_1000012,TR
3300014784_10,3300014784.a:Ga0134413_1000003,TR
3300014761_15,3300014761.a:Ga0134438_102005,TR
3300014757_5,3300014757.a:Ga0134375_100011,TR
3300014737_3,3300014737.a:Ga0169786_100023,TR
3300014563_5,3300014563.a:Ga0134418_1000006,TR
3300014562_7,3300014562.a:Ga0134376_100002,TR
3300014558_2,3300014558.a:Ga0134417_100086,TR
3300014547_2,3300014547.a:Ga0134415_100097,TR
3300014519_2,3300014519.a:Ga0169886_100018,TR
3300014514_2,3300014514.a:Ga0169863_100001,TR
3300014493_13,3300014493.a:Ga0182016_10003620,TR
3300014208_47,3300014208.a:Ga0172379_10000527,TR
3300013851_2,3300013851.a:Ga0121721_100001,TR
3300013384_1,3300013384.a:Ga0118023_100009,TR
3300013362_1,3300013362.a:Ga0121694_100124,TR
3300013345_1,3300013345.a:Ga0118028_100005,TR
3300013278_1,3300013278.a:Ga0118140_100069,TR
3300013277_1,3300013277.a:Ga0118007_100003,TR
3300013276_3,3300013276.a:Ga0118353_100067,TR
3300013272_1,3300013272.a:Ga0118569_100072,TR
3300013271_1,3300013271.a:Ga0118618_100050,TR
3300013268_1,3300013268.a:Ga0118444_100006,TR
3300013267_1,3300013267.a:Ga0118599_100004,TR
3300013266_1,3300013266.a:Ga0118143_100020,TR
3300013262_1,3300013262.a:Ga0118639_100006,TR
3300013258_1,3300013258.a:Ga0118027_100002,TR
3300013242_1,3300013242.a:Ga0118330_100002,TR
3300013241_1,3300013241.a:Ga0118003_100016,TR
3300013237_1,3300013237.a:Ga0118594_100004,TR
3300013228_1,3300013228.a:Ga0118155_100023,TR
3300013227_1,3300013227.a:Ga0118144_100041,TR
3300013225_1,3300013225.a:Ga0118440_100033,TR
3300013224_1,3300013224.a:Ga0118606_100049,TR
3300013223_1,3300013223.a:Ga0118160_100004,TR
3300013214_1,3300013214.a:Ga0118139_100078,TR
3300013213_1,3300013213.a:Ga0118635_100073,TR
3300013205_1,3300013205.a:Ga0118574_100032,TR
3300013187_1,3300013187.a:Ga0118571_100031,TR
3300013185_1,3300013185.a:Ga0118570_100050,TR
3300013175_2,3300013175.a:Ga0118441_100021,TR
3300013174_1,3300013174.a:Ga0118190_100012,TR
3300013171_1,3300013171.a:Ga0118019_100007,TR
3300013168_1,3300013168.a:Ga0118038_100207,TR
3300013166_1,3300013166.a:Ga0118151_100004,TR
3300013163_1,3300013163.a:Ga0118005_100003,TR
3300013162_1,3300013162.a:Ga0118187_100003,TR
3300013160_1,3300013160.a:Ga0118010_100002,TR
3300013138_36,3300013138.a:Ga0172371_10000902,TR
3300013138_35,3300013138.a:Ga0172371_10025767,TR
3300013137_77,3300013137.a:Ga0172375_10013035,TR
3300013137_25,3300013137.a:Ga0172375_10010746,TR
3300013137_162,3300013137.a:Ga0172375_10000137,TR
3300013136_49,3300013136.a:Ga0172370_10036844,TR
3300013136_26,3300013136.a:Ga0172370_10018746,TR
3300013136_172,3300013136.a:Ga0172370_10000496,TR
3300013131_30,3300013131.a:Ga0172373_10007857,TR
3300013126_14,3300013126.a:Ga0172367_10006521,TR
3300013125_23,3300013125.a:Ga0172369_10017850,TR
3300013123_29,3300013123.a:Ga0172368_10005713,TR
3300013123_110,3300013123.a:Ga0172368_10000032,TR
3300013006_30,3300013006.a:Ga0164294_10021429,TR
3300012921_34,3300012921.a:Ga0164290_1000194,TR
3300012858_7,3300012858.a:Ga0160457_1000004,TR
3300012858_5,3300012858.a:Ga0160457_1000037,TR
3300012852_4,3300012852.a:Ga0160430_100516,TR
3300012847_6,3300012847.a:Ga0160445_100042,TR
3300012847_10,3300012847.a:Ga0160445_100002,TR
3300012834_7,3300012834.a:Ga0160452_100005,TR
3300012828_5,3300012828.a:Ga0160431_100004,TR
3300012826_4,3300012826.a:Ga0160492_100238,TR
3300012825_4,3300012825.a:Ga0160441_100010,TR
3300012824_5,3300012824.a:Ga0160469_100085,TR
3300012821_4,3300012821.a:Ga0160476_100169,TR
3300012815_7,3300012815.a:Ga0160440_100007,TR
3300012814_5,3300012814.a:Ga0160453_100689,TR
3300012811_2,3300012811.a:Ga0160497_100007,TR
3300012806_7,3300012806.a:Ga0160442_100010,TR
3300012805_6,3300012805.a:Ga0160464_100246,TR
3300012804_3,3300012804.a:Ga0160484_100049,TR
3300012803_7,3300012803.a:Ga0160465_101664,TR
3300012798_3,3300012798.a:Ga0160454_100357,TR
3300012638_1,3300012638.a:Ga0118153_100002,TR
3300012626_1,3300012626.a:Ga0118209_100002,TR
3300012591_1,3300012591.a:Ga0118576_100003,TR
3300012344_7,3300012344.a:Ga0116650_1000008,TR
3300012321_1,3300012321.a:Ga0118159_100002,TR
3300012193_3,3300012193.a:Ga0121112_100079,TR
3300012007_12,3300012007.a:Ga0120382_1000251,TR
3300011977_10,3300011977.a:Ga0120375_1003580,TR
3300011942_3,3300011942.a:Ga0120918_100059,TR
3300011853_4,3300011853.a:Ga0120824_100013,TR
3300011812_2,3300011812.a:Ga0121647_100024,TR
3300011690_1,3300011690.a:Ga0120983_10465,TR
3300011668_3,3300011668.a:Ga0122184_100018,TR
3300011494_2,3300011494.a:Ga0121594_100056,TR
3300011452_1,3300011452.a:Ga0120960_10009,TR
3300011389_1,3300011389.a:Ga0121153_10007,TR
3300011359_1,3300011359.a:Ga0121207_100001,TR
3300011349_1,3300011349.a:Ga0118158_100003,TR
3300011214_1,3300011214.a:Ga0122780_100040,TR
3300011151_3,3300011151.a:Ga0122799_100290,TR
3300011006_28,3300011006.a:Ga0139320_1001447,TR
3300010280_25,3300010280.a:Ga0129308_1000093,TR
3300010275_6,3300010275.a:Ga0129310_1000002,TR
3300010260_8,3300010260.a:Ga0129315_1000033,TR
3300010260_7,3300010260.a:Ga0129315_1000013,TR
3300009769_23,3300009769.a:Ga0116184_10000074,TR
3300009767_27,3300009767.a:Ga0116161_1000700,TR
3300009704_17,3300009704.a:Ga0116145_1000082,TR
3300009703_19,3300009703.a:Ga0114933_10000163,TR
3300009084_44,3300009084.a:Ga0105046_10033848,TR
3300008750_8,3300008750.a:Ga0114087_100008,TR
3300008712_12,3300008712.a:Ga0113873_100076,TR
3300008676_2,3300008676.a:Ga0111520_100114,TR
3300008640_20,3300008640.a:Ga0111422_102792,TR
3300008622_11,3300008622.a:Ga0111363_101470,TR
3300008621_10,3300008621.a:Ga0115613_1000430,TR
3300008619_9,3300008619.a:Ga0111235_100898,TR
3300008599_9,3300008599.a:Ga0111091_100370,TR
3300008599_27,3300008599.a:Ga0111091_101667,TR
3300008571_10,3300008571.a:Ga0111077_100190,TR
3300008496_4,3300008496.a:Ga0115078_100030,TR
3300008491_6,3300008491.a:Ga0111008_102331,TR
3300008479_4,3300008479.a:Ga0114883_1000050,TR
3300008479_26,3300008479.a:Ga0114883_1002153,TR
3300008478_12,3300008478.a:Ga0114882_101968,TR
3300008360_17,3300008360.a:Ga0114875_1000180,TR
3300008306_2,3300008306.a:Ga0115184_1000024,TR
3300008301_6,3300008301.a:Ga0114871_100043,TR
3300008299_18,3300008299.a:Ga0114868_1002019,TR
3300008282_23,3300008282.a:Ga0114156_1000053,TR
3300008272_6,3300008272.a:Ga0111092_1000030,TR
3300008272_5,3300008272.a:Ga0111092_1000005,TR
3300008129_1,3300008129.a:Ga0114848_100382,TR
3300007991_9,3300007991.a:Ga0105643_100369,TR
3300007853_11,3300007853.a:Ga0114093_100001,TR
3300007805_5,3300007805.a:Ga0105637_100068,TR
3300007796_7,3300007796.a:Ga0105889_100004,TR
3300007705_11,3300007705.a:Ga0105636_101545,TR
3300007669_6,3300007669.a:Ga0105546_106556,TR
3300007657_7,3300007657.a:Ga0105536_100020,TR
3300007641_9,3300007641.a:Ga0105527_100186,TR
3300007641_12,3300007641.a:Ga0105527_100040,TR
3300007524_3,3300007524.a:Ga0105481_1000207,TR
3300007356_2,3300007356.a:Ga0104763_100140,TR
3300007356_17,3300007356.a:Ga0104763_100884,TR
3300007299_17,3300007299.a:Ga0104319_1000012,TR
3300007298_18,3300007298.a:Ga0104838_100062,TR
3300007292_2,3300007292.a:Ga0104320_100086,TR
3300007222_14,3300007222.a:Ga0104061_100008,TR
3300007109_7,3300007109.a:Ga0102633_100018,TR
3300007098_14,3300007098.a:Ga0102540_102080,TR
3300007043_6,3300007043.a:Ga0102536_100026,TR
3300006487_3,3300006487.a:Ga0100256_10006,TR
3300006476_8,3300006476.a:Ga0100233_100025,TR
3300006476_13,3300006476.a:Ga0100233_100240,TR
3300006476_1,3300006476.a:Ga0100233_100001,TR
3300006463_18,3300006463.a:Ga0100176_1001111,TR
3300006312_4,3300006312.a:Ga0099626_100138,TR
3300006296_2,3300006296.a:Ga0099628_100001,TR
3300006226_97,3300006226.a:Ga0099364_10017551,TR
3300006045_58,3300006045.a:Ga0082212_10002304,TR
3300005460_36,3300005460.a:Ga0073908_1000158,TR
3300005326_94,3300005326.a:Ga0074195_1000237,TR
3300005326_13,3300005326.a:Ga0074195_1000523,TR
3300005260_7,3300005260.a:Ga0074072_1000001,TR
3300005238_4,3300005238.a:Ga0073692_1000001,TR
3300003146_8,3300003146.a:Ga0051080_1000105,TR
3300002307_2,3300002307.a:JGI24890J29729_1000080,TR
3300002174_13,3300002174.a:JGI24710J26742_10005640,TR
3300001781_7,3300001781.a:Deep_1000007,TR
3300001598_75,3300001598.a:EMG_10001574,TR
3300000838_2,3300000838.a:JGI996J12353_1000025,TR
3300000558_33,3300000558.a:Draft_11733455,TR
3300000405_2,3300000405.a:LV_Brine_h2_0102DRAFT_1000004,TR
3300000062_37,3300000062.a:IMNBL1DRAFT_c0000002,TR
3300029619_16,3300029619.a:Ga0245131_1001066,TR
3300029050_16,3300029050.a:Ga0169629_100702,TR
3300028028_35,3300028028.a:Ga0265292_1000023,TR
3300027695_2,3300027695.a:Ga0209966_1001046,TR
3300022829_2,3300022829.a:Ga0222706_1000029,TR
3300018021_27,3300018021.a:Ga0187882_1000754,TR
3300018015_28,3300018015.a:Ga0187866_1004326,TR
3300014838_46,3300014838.a:Ga0182030_10000056,TR
3300014785_10,3300014785.a:Ga0134507_1000269,TR
3300013138_217,3300013138.a:Ga0172371_10007593,TR
3300012033_13,3300012033.a:Ga0136589_1000492,TR
3300011938_1,3300011938.a:Ga0120959_100004,TR
3300010262_13,3300010262.a:Ga0129317_1000016,TR
3300008640_29,3300008640.a:Ga0111422_100006,TR
3300029942_3,3300029942.a:Ga0168096_1000889,TR
3300029942_16,3300029942.a:Ga0168096_1001217,TR
3300029934_16,3300029934.a:Ga0169760_104876,TR
3300029912_5,3300029912.a:Ga0247050_1004099,TR
3300029893_28,3300029893.a:Ga0246236_1000949,TR
3300029893_22,3300029893.a:Ga0246236_1000669,TR
3300029888_15,3300029888.a:Ga0245333_100013,TR
3300029887_27,3300029887.a:Ga0245331_1003515,TR
3300029885_26,3300029885.a:Ga0245329_100079,TR
3300029881_11,3300029881.a:Ga0245307_1002935,TR
3300029880_5,3300029880.a:Ga0245255_100173,TR
3300029880_18,3300029880.a:Ga0245255_100057,TR
3300029880_11,3300029880.a:Ga0245255_100276,TR
3300029877_8,3300029877.a:Ga0245326_100352,TR
3300029876_9,3300029876.a:Ga0245325_100190,TR
3300029876_37,3300029876.a:Ga0245325_104962,TR
3300029873_10,3300029873.a:Ga0245321_100082,TR
3300029871_5,3300029871.a:Ga0245314_100173,TR
3300029870_5,3300029870.a:Ga0245312_100038,TR
3300029870_15,3300029870.a:Ga0245312_100219,TR
3300029861_9,3300029861.a:Ga0245310_100195,TR
3300029861_7,3300029861.a:Ga0245310_100253,TR
3300029859_12,3300029859.a:Ga0245304_100005,TR
3300029858_5,3300029858.a:Ga0245300_100245,TR
3300029855_9,3300029855.a:Ga0245295_1000132,TR
3300029853_10,3300029853.a:Ga0245292_100194,TR
3300029852_5,3300029852.a:Ga0245291_100011,TR
3300029852_16,3300029852.a:Ga0245291_100192,TR
3300029851_9,3300029851.a:Ga0245290_100259,TR
3300029848_23,3300029848.a:Ga0245285_1000261,TR
3300029845_18,3300029845.a:Ga0245277_1001823,TR
3300029845_10,3300029845.a:Ga0245277_1000341,TR
3300029844_11,3300029844.a:Ga0245276_1000324,TR
3300029842_11,3300029842.a:Ga0245273_100082,TR
3300029841_8,3300029841.a:Ga0245272_100455,TR
3300029839_5,3300029839.a:Ga0245267_100223,TR
3300029830_30,3300029830.a:Ga0245137_100020,TR
3300029828_20,3300029828.a:Ga0244885_100190,TR
3300029825_20,3300029825.a:Ga0134835_1001832,TR
3300029824_1,3300029824.a:Ga0134852_100258,TR
3300029822_26,3300029822.a:Ga0134854_1002076,TR
3300029822_18,3300029822.a:Ga0134854_1006751,TR
3300029821_35,3300029821.a:Ga0246092_1001374,TR
3300029820_15,3300029820.a:Ga0245026_100226,TR
3300029798_21,3300029798.a:Ga0239581_1003560,TR
3300029795_10,3300029795.a:Ga0243742_1000168,TR
3300029793_18,3300029793.a:Ga0243738_1000169,TR
3300029791_30,3300029791.a:Ga0243849_1000084,TR
3300029791_18,3300029791.a:Ga0243849_1000151,TR
3300029790_22,3300029790.a:Ga0242825_1002136,TR
3300029789_13,3300029789.a:Ga0243734_1000081,TR
3300029788_27,3300029788.a:Ga0243743_1000713,TR
3300029788_19,3300029788.a:Ga0243743_1000288,TR
3300029784_9,3300029784.a:Ga0243806_1000191,TR
3300029784_17,3300029784.a:Ga0243806_1000064,TR
3300029782_21,3300029782.a:Ga0245253_100425,TR
3300029781_11,3300029781.a:Ga0167330_1000381,TR
3300029779_8,3300029779.a:Ga0243834_1000259,TR
3300029778_13,3300029778.a:Ga0243887_1000460,TR
3300029777_21,3300029777.a:Ga0243715_1002225,TR
3300029775_17,3300029775.a:Ga0134843_1000264,TR
3300029775_15,3300029775.a:Ga0134843_1000032,TR
3300029773_23,3300029773.a:Ga0243856_1000983,TR
3300029773_15,3300029773.a:Ga0243856_1000021,TR
3300029771_15,3300029771.a:Ga0243801_100025,TR
3300029769_9,3300029769.a:Ga0243863_100017,TR
3300029769_16,3300029769.a:Ga0243863_100416,TR
3300029768_13,3300029768.a:Ga0245196_100048,TR
3300029766_11,3300029766.a:Ga0242809_100962,TR
3300029764_6,3300029764.a:Ga0243769_100138,TR
3300029764_17,3300029764.a:Ga0243769_100686,TR
3300029761_16,3300029761.a:Ga0243857_100012,TR
3300029761_13,3300029761.a:Ga0243857_100323,TR
3300029759_21,3300029759.a:Ga0243843_101933,TR
3300029758_16,3300029758.a:Ga0242784_100195,TR
3300029756_24,3300029756.a:Ga0242840_100128,TR
3300029752_20,3300029752.a:Ga0243766_100298,TR
3300029749_13,3300029749.a:Ga0245202_1000163,TR
3300029749_10,3300029749.a:Ga0245202_1000033,TR
3300029748_10,3300029748.a:Ga0245205_1000586,TR
3300029747_17,3300029747.a:Ga0245228_100030,TR
3300029746_17,3300029746.a:Ga0245173_100098,TR
3300029745_15,3300029745.a:Ga0245251_101693,TR
3300029744_9,3300029744.a:Ga0245161_100024,TR
3300029744_18,3300029744.a:Ga0245161_100116,TR
3300029742_7,3300029742.a:Ga0245239_100202,TR
3300029741_19,3300029741.a:Ga0245200_100619,TR
3300029734_18,3300029734.a:Ga0245168_102119,TR
3300029733_27,3300029733.a:Ga0245176_100002,TR
3300029732_6,3300029732.a:Ga0245266_100026,TR
3300029731_7,3300029731.a:Ga0245178_102165,TR
3300029731_15,3300029731.a:Ga0245178_100676,TR
3300029728_19,3300029728.a:Ga0245197_100030,TR
3300029727_13,3300029727.a:Ga0245198_101175,TR
3300029725_16,3300029725.a:Ga0245208_100312,TR
3300029725_14,3300029725.a:Ga0245208_100129,TR
3300029724_16,3300029724.a:Ga0245182_100255,TR
3300029723_9,3300029723.a:Ga0245231_100013,TR
3300029722_6,3300029722.a:Ga0245188_100051,TR
3300029720_31,3300029720.a:Ga0245229_1001915,TR
3300029720_10,3300029720.a:Ga0245229_1000172,TR
3300029719_32,3300029719.a:Ga0245179_1006340,TR
3300029718_40,3300029718.a:Ga0245237_1000163,TR
3300029717_11,3300029717.a:Ga0245160_1000189,TR
3300029716_34,3300029716.a:Ga0245260_1000027,TR
3300029716_15,3300029716.a:Ga0245260_1000424,TR
3300029715_21,3300029715.a:Ga0245215_1000542,TR
3300029715_20,3300029715.a:Ga0245215_1000155,TR
3300029714_6,3300029714.a:Ga0245242_1000083,TR
3300029714_30,3300029714.a:Ga0245242_1001690,TR
3300029712_16,3300029712.a:Ga0245206_100387,TR
3300029711_17,3300029711.a:Ga0245193_100522,TR
3300029710_8,3300029710.a:Ga0245233_101130,TR
3300029709_13,3300029709.a:Ga0245177_100009,TR
3300029706_7,3300029706.a:Ga0245271_100231,TR
3300029703_5,3300029703.a:Ga0245234_100532,TR
3300029702_30,3300029702.a:Ga0245265_100003,TR
3300029702_24,3300029702.a:Ga0245265_100327,TR
3300029698_25,3300029698.a:Ga0245184_100421,TR
3300029698_10,3300029698.a:Ga0245184_100106,TR
3300029690_12,3300029690.a:Ga0245210_100133,TR
3300029688_12,3300029688.a:Ga0245223_100108,TR
3300029686_20,3300029686.a:Ga0245204_100944,TR
3300029684_23,3300029684.a:Ga0245194_100030,TR
3300029676_15,3300029676.a:Ga0243825_100084,TR
3300029669_6,3300029669.a:Ga0242751_100045,TR
3300029665_10,3300029665.a:Ga0243765_100381,TR
3300029661_5,3300029661.a:Ga0245258_100057,TR
3300029661_16,3300029661.a:Ga0245258_100534,TR
3300029656_7,3300029656.a:Ga0245165_100339,TR
3300029647_10,3300029647.a:Ga0245203_100089,TR
3300029643_9,3300029643.a:Ga0245225_100035,TR
3300029633_8,3300029633.a:Ga0242758_100030,TR
3300029633_5,3300029633.a:Ga0242758_100397,TR
3300029623_34,3300029623.a:Ga0245138_1000420,TR
3300029623_12,3300029623.a:Ga0245138_1002465,TR
3300029621_30,3300029621.a:Ga0245126_1000585,TR
3300029621_29,3300029621.a:Ga0245126_1000038,TR
3300029621_23,3300029621.a:Ga0245126_1000074,TR
3300029621_18,3300029621.a:Ga0245126_1000005,TR
3300029620_26,3300029620.a:Ga0245130_100012,TR
3300029620_18,3300029620.a:Ga0245130_100212,TR
3300029618_30,3300029618.a:Ga0245134_100046,TR
3300029617_12,3300029617.a:Ga0245125_100172,TR
3300029613_18,3300029613.a:Ga0245150_100005,TR
3300029611_12,3300029611.a:Ga0245149_100013,TR
3300029610_32,3300029610.a:Ga0245132_100390,TR
3300029609_19,3300029609.a:Ga0245148_100007,TR
3300029608_14,3300029608.a:Ga0245152_100071,TR
3300029608_13,3300029608.a:Ga0245152_101487,TR
3300029607_9,3300029607.a:Ga0244907_101699,TR
3300029607_26,3300029607.a:Ga0244907_101696,TR
3300029604_26,3300029604.a:Ga0245147_100042,TR
3300029592_4,3300029592.a:Ga0245129_100314,TR
3300029589_16,3300029589.a:Ga0245106_101567,TR
3300029589_14,3300029589.a:Ga0245106_103285,TR
3300029588_15,3300029588.a:Ga0245111_1000001,TR
3300029586_6,3300029586.a:Ga0243865_1001232,TR
3300029586_19,3300029586.a:Ga0243865_1004503,TR
3300029586_16,3300029586.a:Ga0243865_1000301,TR
3300029586_13,3300029586.a:Ga0243865_1000015,TR
3300029584_22,3300029584.a:Ga0245112_100034,TR
3300029583_19,3300029583.a:Ga0245123_100876,TR
3300029583_18,3300029583.a:Ga0245123_100409,TR
3300029580_8,3300029580.a:Ga0245096_100482,TR
3300029579_13,3300029579.a:Ga0244893_100013,TR
3300029577_27,3300029577.a:Ga0244883_100011,TR
3300029574_22,3300029574.a:Ga0243862_100103,TR
3300029574_17,3300029574.a:Ga0243862_100288,TR
3300029573_6,3300029573.a:Ga0245101_102342,TR
3300029571_14,3300029571.a:Ga0244922_100111,TR
3300029570_23,3300029570.a:Ga0244916_100528,TR
3300029567_19,3300029567.a:Ga0244886_100153,TR
3300029566_19,3300029566.a:Ga0244934_100167,TR
3300029566_14,3300029566.a:Ga0244934_100119,TR
3300029563_15,3300029563.a:Ga0245114_100330,TR
3300029562_8,3300029562.a:Ga0245122_100042,TR
3300029562_22,3300029562.a:Ga0245122_104754,TR
3300029556_14,3300029556.a:Ga0244975_100012,TR
3300029554_7,3300029554.a:Ga0245041_100088,TR
3300029554_11,3300029554.a:Ga0245041_100006,TR
3300029553_14,3300029553.a:Ga0245115_103146,TR
3300029552_3,3300029552.a:Ga0245113_100013,TR
3300029549_11,3300029549.a:Ga0244894_100004,TR
3300029548_15,3300029548.a:Ga0245003_100010,TR
3300029543_19,3300029543.a:Ga0244989_103504,TR
3300029541_15,3300029541.a:Ga0244914_102918,TR
3300029537_15,3300029537.a:Ga0244901_100033,TR
3300029535_4,3300029535.a:Ga0244855_100098,TR
3300029529_5,3300029529.a:Ga0244862_100142,TR
3300029527_10,3300029527.a:Ga0244938_100257,TR
3300029526_5,3300029526.a:Ga0244951_100057,TR
3300029524_20,3300029524.a:Ga0244794_100089,TR
3300029522_14,3300029522.a:Ga0244835_1000029,TR
3300029515_14,3300029515.a:Ga0244841_100009,TR
3300029513_4,3300029513.a:Ga0244810_100044,TR
3300029512_16,3300029512.a:Ga0244798_100011,TR
3300029495_18,3300029495.a:Ga0244015_1000109,TR
3300029492_18,3300029492.a:Ga0244090_100145,TR
3300029491_8,3300029491.a:Ga0244091_100116,TR
3300029490_25,3300029490.a:Ga0244171_100149,TR
3300029490_23,3300029490.a:Ga0244171_101865,TR
3300029484_17,3300029484.a:Ga0244116_100615,TR
3300029484_13,3300029484.a:Ga0244116_100238,TR
3300029483_18,3300029483.a:Ga0244102_100583,TR
3300029480_13,3300029480.a:Ga0244079_100317,TR
3300029470_11,3300029470.a:Ga0244172_100214,TR
3300029464_9,3300029464.a:Ga0244165_100035,TR
3300029464_11,3300029464.a:Ga0244165_100726,TR
3300029461_5,3300029461.a:Ga0244130_100235,TR
3300029458_7,3300029458.a:Ga0244161_100216,TR
3300029457_10,3300029457.a:Ga0244117_100222,TR
3300029455_5,3300029455.a:Ga0244160_100013,TR
3300029455_10,3300029455.a:Ga0244160_101620,TR
3300029453_7,3300029453.a:Ga0244150_100295,TR
3300029447_24,3300029447.a:Ga0243899_1000050,TR
3300029447_19,3300029447.a:Ga0243899_1000171,TR
3300029446_40,3300029446.a:Ga0167332_1000780,TR
3300029445_16,3300029445.a:Ga0243741_1000191,TR
3300029444_8,3300029444.a:Ga0243728_1000320,TR
3300029444_14,3300029444.a:Ga0243728_1000022,TR
3300029443_18,3300029443.a:Ga0243848_1000163,TR
3300029442_16,3300029442.a:Ga0239579_1000274,TR
3300029441_35,3300029441.a:Ga0243753_1000174,TR
3300029440_2,3300029440.a:Ga0167329_1001245,TR
3300029439_8,3300029439.a:Ga0243904_1000256,TR
3300029439_12,3300029439.a:Ga0243904_1000102,TR
3300029438_12,3300029438.a:Ga0243733_1000046,TR
3300029437_30,3300029437.a:Ga0242826_1000281,TR
3300029435_25,3300029435.a:Ga0243745_1001789,TR
3300029435_20,3300029435.a:Ga0243745_1000103,TR
3300029432_14,3300029432.a:Ga0243805_104118,TR
3300029431_18,3300029431.a:Ga0243758_1001104,TR
3300029427_12,3300029427.a:Ga0243889_1000385,TR
3300029424_9,3300029424.a:Ga0243789_1000165,TR
3300029418_9,3300029418.a:Ga0243993_100155,TR
3300029416_12,3300029416.a:Ga0243860_100017,TR
3300029413_22,3300029413.a:Ga0243792_1000058,TR
3300029411_20,3300029411.a:Ga0243861_100301,TR
3300029411_16,3300029411.a:Ga0243861_100029,TR
3300029411_14,3300029411.a:Ga0243861_100315,TR
3300029409_12,3300029409.a:Ga0243858_100317,TR
3300029409_11,3300029409.a:Ga0243858_100016,TR
3300029408_6,3300029408.a:Ga0242748_1000031,TR
3300029404_5,3300029404.a:Ga0243824_100605,TR
3300029404_13,3300029404.a:Ga0243824_100152,TR
3300029402_8,3300029402.a:Ga0243962_104095,TR
3300029399_7,3300029399.a:Ga0242750_100050,TR
3300029396_9,3300029396.a:Ga0242782_100105,TR
3300029395_10,3300029395.a:Ga0243972_100164,TR
3300029392_7,3300029392.a:Ga0243989_1000238,TR
3300029392_24,3300029392.a:Ga0243989_1000806,TR
3300029392_22,3300029392.a:Ga0243989_1000082,TR
3300029391_10,3300029391.a:Ga0243992_100283,TR
3300029390_8,3300029390.a:Ga0243991_1000212,TR
3300029387_8,3300029387.a:Ga0243994_100209,TR
3300029382_12,3300029382.a:Ga0243901_1000049,TR
3300029381_13,3300029381.a:Ga0243902_1000421,TR
3300029379_31,3300029379.a:Ga0243906_1000590,TR
3300029379_19,3300029379.a:Ga0243906_1000160,TR
3300029379_15,3300029379.a:Ga0243906_1000141,TR
3300029379_10,3300029379.a:Ga0243906_1000256,TR
